text,category
"M7.3 - Hebgen Lake, Montana (near Yellowstone Natl. Park), August 18, 1959
The largest historical earthquake in Montana.
https://t.co/uKMoZJuYB2",earthquake
"M7.3 - Hebgen Lake, Montana (near Yellowstone Natl. Park), August 18, 1959
The largest historical earthquake in Montana.
https://t.co/1xo6AWCzjF",earthquake
"1.50 magnitude earthquake occurred at Turtle Canyon Wilderness Study Area on 2022-08-18 19:07:18 UTC
Map: https://t.co/Npl9E6ghUn
#earthb0t #earthquake  #TurtleCanyonWildernessStudyArea #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/97Fz1o67lJ",earthquake
"1.10 magnitude earthquake occurred at Kenai Peninsula, AK, United States on 2022-08-18 19:45:30 UTC
Map: https://t.co/PwoLiAivTm
#earthb0t #earthquake  #KenaiPeninsula #AK #UnitedStates #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/5AD0YHfUoz",earthquake
"SAWSC Earthquake alert! M 2.1 6 KM SE of Homeland Park, SC. Sign up for alerts at https://t.co/5bP7usDpmb. #SCEarthquakes https://t.co/ohTDlBcs4Q",earthquake
@no_earthquake “If you have to ask”,other
"2.00 magnitude earthquake occurred at W Cactus Ave, Las Vegas, NV 89141, United States on 2022-08-18 19:52:48 UTC
Map: https://t.co/fxJy2MXTYa
#earthb0t #earthquake  #WCactusAve #LasVegas #NV89141 #UnitedStates #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/rezxfodKAD",earthquake
@no_earthquake based (as in based set theory),other
"【My wife got injured due to the earthquake. 】
getの受動態：私の妻は地震によって怪我をした。
【My son was killed with a knife. 】
受動態と前置詞：私の息子はナイフで殺害された。
【He could pass the exam.】
断定を避ける助動詞：彼は試験に合格できるかもしれない",
@cowtoolsforsale i believe this,other
"#EarthquakePH #EarthquakeSurigaoDelSur
Earthquake Information No.1
Date and Time: 19 August 2022 - 03:41 AM
Magnitude = 2.8
Depth = 001 km
Location = 08.30°N, 126.64°E - 034 km S 78° E of Hinatuan (Surigao Del Sur)

https://t.co/3TjMKLuW0n https://t.co/Ji9pqoRk5R",earthquake
@postcyborg bad vibes,other
"2.0 magnitude #earthquake. 6 km from Enterprise, NV, #UnitedStates https://t.co/aQ2p8YZ31B",earthquake
"A M2.0 earthquake has been reported by the USGS for 6 km ESE of Enterprise, Nevada. Link: https://t.co/iCQmek1khz",earthquake
@no_earthquake I like how one of the entries doesn’t list a reason,other
"@no_earthquake new categorical imperative: if the act will cause people to make bad art about the act, the act is wrong",other
"USGS reports a M2 earthquake, 6 km ESE of Enterprise, Nevada on 8/18/22 @ 19:52:48 UTC https://t.co/KX0Q77LTzm #earthquake",earthquake
"DRAW AND SKETCH ̔YOUR FUTURE SOULMATE OR TWIN FLAME.
 ✋
#helpnetsecurity #cybersecurity #earthquake #quakelogic #usgs #deprem #papua #festival 

👉👉https://t.co/0ylwCtEsJj https://t.co/rHYv5mDDBA",other
#Earthquake (#sismo) M2.0 strikes 20 km S of Las Vegas (#Nevada) 5 min ago. More info: https://t.co/xsmcFKOTnK,earthquake
"Magnitude 2.0 #earthquake, 18.9 km WSW of Henderson, NV https://t.co/Vn4xJskjgv",earthquake
"USGS reports a M1.5 earthquake, 15 km SSE of Sunnyside, Utah on 8/18/22 @ 19:07:18 UTC https://t.co/6AlywozU4B #earthquake",earthquake
"i personally dont think u shld be allowed to talk about books u own, but obviously the SEC isnt interested it has been ideologically captured",other
"1.5 magnitude #earthquake. 16 km from East Carbon City, UT, #UnitedStates https://t.co/AretI0DAGw",earthquake
"@OliverJia1014 When an earthquake hit my country in 2010 and did a lot of damage in one of the cities, out of all the countries to help the most it was Japan. A small country all the way in the Balkans and it was Japan to come to its aid.",earthquake
"@EliotJacobson I'm too honest these days, but living on the island, it has been eerily quiet &amp; calm this way; especially observing the #ClimateChaos everywhere else. So, I'm expecting an #earthquake more than anything else. We about due for that, are we not?",other
"USGS reports a M0.8 earthquake, 14 km S of Schurz, Nevada on 8/18/22 @ 9:23:18 UTC https://t.co/F0qzBuzkT4 #earthquake",earthquake
it’s a ponzi. have u ever heard anyone who doesnt own any books tell u reading is worth it? make ur own conclusions,other
@podsekalnikov @synekura_audio no no no worries at all lmao we ve all been that guy tbh,other
every person who tells you that reading is important owns like at least dozens of books. they’re not trying to help you thrive they re trying to prop up the market,other
"USGS reports a M0.18 earthquake, 16 km NE of Ashford, Washington on 8/18/22 @ 10:13:25 UTC https://t.co/7qIMo2V2vB #earthquake",earthquake
@NewshubNZ Should people living in earthquake-prone areas be forced to move? Of course not.  What a ridiculous question.,other
Remember it will be messy just before the Earthquake things are becoming more of everything to the Brothers association. https://t.co/8fVfrRYjTP,other
@no_earthquake @synekura_audio Scrolling brain. Oy vey. Sorry for being that guy.,other
"SPOILERS:
I just watch season 3 finale of The Good Doctor 😳☹️🙂
Mixed feelings.
Happy for Shaun and Lea ❤️❤️
So sad about Dr Melendez. He died just trying to save lives in an earthquake ☹️☹️",other
@no_earthquake the guy is not a pedophile but he sucks so much that i’m almost as mad,other
"@auroraprize_ @MSF_uk @natashalewer @MSF Please buy FINDERs for #Armenia 🇦🇲 Please Help people here to have this device to save  lives ❤  If you need our Support too just let us know.  Thank you !

#earthquake 
@NASA 
https://t.co/lUugh2Mty6 https://t.co/v59kezQBEv",earthquake
@bria_110 Trying to a avoid the earthquake effect🤣🤣🌶😈❤️,other
"USGS reports a M1.1 earthquake, 69 km WNW of Happy Valley, Alaska on 8/18/22 @ 19:45:30 UTC https://t.co/8YHW5pLNzM #earthquake",earthquake
@justplainbill1 Earthquake drill I did this many times growing up in California,other
@R6NHHhDlJw9jbIB @AliGhan86467217 @itsRayEl @Amr1cty @derradjihafid Hhh risoni just one person look what he did to your fragile brain 🧠 earthquake hhhhh,other
@podsekalnikov @synekura_audio that’s what i assumed too tbh :),other
@neko_girl92 @Pseudoliminalis truly i thought it was an infinite loop&amp;u were joking about the argument being stuck but then i watched it again,other
"@no_earthquake im throwing my lot in with the eternalists but only because it's an elegant word, im not about to go around being like ""yeah I think the uh growing block view is most practical"" come off it",other
"@citizentvkenya #Raila will never be serious in anything he does, Ignoring Baba wa Roma(Weta) and Mr Earthquake (Mudavadi) has costs his life depending on Karua a noise maker and the Atwoli the parrot who can't convince even his own house to vote a block.",other
Earthquake weather!,other
"@no_earthquake @synekura_audio I know the list, perhaps wasn't really paying enough attention to get the joke the first time. 🤦",other
"Musalia Mudavadi's Earthquake was indeed and earthquake.
It was was a turning point and offered a massive boost to Ruto's presidential run.",other
@wife_geist wow i didnt know u wrote an autobiography that’s so cool?!,other
"1.32 magnitude earthquake occurred at S Monterey Ave, Coalinga, CA 93210, United States on 2022-08-18 19:34:46 UTC
Map: https://t.co/QU20b2HwaQ
#earthb0t #earthquake  #SMontereyAve #Coalinga #CA93210 #UnitedStates #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/10IS2rbhrh",earthquake
"This kind of extremism is squarely on the GOP party’s support of a traitor wanna-be dictator. Like an earthquake fault line, something is going to have to shift or we’re looking at a disaster ahead. What’s it going to take? https://t.co/WKP0gT55pD",other
"@nuclearzak @qwerty10 @RepElaineLuria Never a need to worry about any unexpected Earthquake,  tornado or airplane with no engines... *rolling my eyes*",other
@NerwenArtanis82 😀Ok i agree. There was a professor that showed up on TV a lot after a devistating earthquake in Turkey and a magazine selected him sexiest man that year😭 https://t.co/QMjylDkX9P,other
@no_earthquake @Pseudoliminalis yes you probably do,other
@cascadianrhythm lmaoo for real,other
"USGS reports a M1.58 earthquake, 15 km SSE of Sunnyside, Utah on 8/18/22 @ 18:31:26 UTC https://t.co/qjWceemLpa #earthquake",earthquake
@no_earthquake I kind of like how all of the speculative philosophical perspectives that fall out of reflections on time stuff are almost invariably batshit and apparently useless on the face of it,other
"@Matt_Bernico It's not a story because NONE of the climate-hysteria predictions have come true. 

Much more likely MO will be destroyed by an earthquake before it hits 125°F there.",other
wow they’re letting me write the SEP entry on set theory hell yea,other
@robreiner How about investigating Clinton foundations and all the money that was supposed to go Haiti earthquake victims . Put your hate away and be fair .,other
@gambo_ii Muntashi album is an earthquake!!! 💥💥💥,other
"#強震モニタ
第2報　検出：04:42:48
推定震度：0未満
3都道府県で検出
長野県 0.6gal,茨城県 0.3gal,栃木県 0.2gal
#earthquake
#地震 https://t.co/6fRVRyG7r6",
"1.6 magnitude #earthquake. 17 km from East Carbon City, #UT, United States https://t.co/8ZU31MotQr",earthquake
"#強震モニタ
第1報　検出：04:42:22
推定震度：0.0
1都道府県で検出
長野県 0.6gal
#earthquake
#地震 https://t.co/RcZFKvrzJT",other
"地震検知2022/08/19 04:42:22
第1報
時刻：04:42:19
計測震度：0未満
地震検知都道府県数：1
長野県 0.3gal #地震 https://t.co/gpZNhc2zt2",
Not me listening to Buddhist chanting at this hour cause I just got woken up by something rocking my bed 😭 I thought it was an earthquake at first. I'm so scared rn don't think I'll be able to sleep again.,other
"USGS reports a M1.1 earthquake, 23 km S of Wells, Nevada on 8/18/22 @ 8:06:35 UTC https://t.co/tajW42BxP6 #earthquake",earthquake
"#EarthquakePH #EarthquakeSurigaoDelSur
Earthquake Information No.1
Date and Time: 19 August 2022 - 03:26 AM
Magnitude = 2.1
Depth = 034 km
Location = 08.51°N, 126.59°E - 032 km N 60° E of Hinatuan (Surigao Del Sur)

https://t.co/inymhgLprp https://t.co/3TWZGp9Rco",earthquake
"イルミナティカードの横浜地震は異臭騒ぎの原因と関連があった？

&gt;&gt;&gt;https://t.co/ht9HijM1JX

たびたび起こる横浜〜三浦半島にかけての異臭騒ぎ。
これは怖い・・・",
"#EarthquakePH #EarthquakeBohol
Earthquake Information No.1
Date and Time: 19 August 2022 - 03:26 AM
Magnitude = 2.0
Depth = 015 km
Location = 10.06°N, 124.06°E - 006 km S 71° W of Buenavista (Bohol)

https://t.co/hKIOXEMi8A https://t.co/xpmGQd8PEM",earthquake
American Samoa’s earthquake swarms spark fears of underwater volcanic eruption https://t.co/gXEogCkbjJ via @Strange Sounds,earthquake
"My favorite pajama is this teal Earthquake Lacrosse reversible from my second prom date

And yes,

I have this hilarious side boob video up on facebook from years ago

Wearing this pinnie

Singing paramore

And being interrupted 

By my little brother screaming

“Who ate the last",other
"USGS reports a M1.32 earthquake, 7km N of Coalinga, CA on 8/18/22 @ 19:34:46 UTC https://t.co/KZBeXfF3vF #earthquake",earthquake
This Superhero Dog Is The Ultimate Life-Rescuing Machine For Victims Of Deadly Earthquake in Mexico https://t.co/92mal0ebww,other
@efegeconacento hell yea that’s the goal,other
@no_earthquake i don't even remember where that word 'snitchbusing' came from,other
"#Earthquake M4.0 New Zealand 5mins ago 18 Aug 19:30 UTC - report/info: 
https://t.co/Xrc4dDWzmM",earthquake
“they murdered a guy” well not to me. because i forgot about it,other
"i didn’t translate the second talking clip because she called him a ‘handsome earthquake’ and that makes literally no sense but i didn’t feel like finding another clip to use 

https://t.co/ayw9yXbtA4",other
do u think i have the mental capacity to be running a police archive in here,other
"USGS reports a M1.1 earthquake, 4 km ENE of Coleville, California on 8/18/22 @ 5:16:44 UTC https://t.co/HlRZyWfYDy #earthquake",earthquake
@VertigoWarrior Lucky to vissit it before the nepal earthquake,other
"Different natural occurrences such an earthquake or major tsunami could have had an effect on our current understanding of the timeline on how this happened, ie slower and then suddenly faster.",other
"@Bird650 NAH BRO, YOU'RE NOT LISTENING, WHAT ARE LIONS GONNA DO AGAINST A BLACK HOLE? YOU THINK LIONS ARE GONNA SURVIVE AN EARTHQUAKE? NAH BRO, HOW ARE THEY GONNA HURT A GHOST? IM TELLING YOU BRO. https://t.co/oOoJh37lAf",other
"📌 Earthquake information - New event 📌

#earthquake #USGS

Date and time (UTC): 08/17/2022 05:50:43 PM
Magnitude: 4.8 mb
Area: 47 km WNW of Bahía de Caráquez, Ecuador
Depth (km): 10
Latitude: -0.3841
Longitude: -80.7973 https://t.co/g3xuDNX8IL",earthquake
"Nice Earthquake Kasteli, Crete. Keep it up and I’ll leave",other
i feel like a lot of people miss the number 1 reason to separate the art from the artist: way less shit to remember,other
"@JeremyClarkson Someone broke my heart and I'm crying😢
You are not the only person in this world who will understand me👽
When I cry😢 there is an earthquake or a rain flood in the world!🌨🌊 
That's why I'm trying to calm down @elonmusk 
#JesusChrist https://t.co/UHc4cnyGkA",other
"#EarthquakePH #EarthquakeNuevaEcija
Earthquake Information No.1
Date and Time: 19 August 2022 - 03:21 AM
Magnitude = 2.1
Depth = 002 km
Location = 15.64°N, 121.20°E - 006 km N 80° E of Bongabon (Nueva Ecija)

https://t.co/r9Vm5wNSBn https://t.co/dZ9HqRQyd2",earthquake
"All Things Considered for Aug. 18 at 4pm: A year after a magnitude 7.2 earthquake devastated Haiti, the hardest-hit areas are rebuilding ... slowly. What that looks like on the ground, this afternoon on All Things Considered https://t.co/0Jl5V4zUYP",earthquake
"News on #AmericanSamoa |  
American Samoa's governor Lemanu Peleti Mauga has declared a State of Emergency following continued earthquake activity in the territory's Manu'a island group. https://t.co/DTf6SpYuLP",earthquake
Earthquake of 5.7 magnitude hits Chile https://t.co/yBbm15yxx9,earthquake
@mature_mothers @TurkeysSelfies I’d like your pursy lips to rock out my face like earthquake shake like dashboard puppy,other
Imagine amaka with that skipping rope 🤣🤣🤣🤣🤣we might had earthquake in Lagos by now 🤣🤣🤣#Bbnaija,other
"USGS reports a M0.3 earthquake, 24 km W of Mina, Nevada on 8/18/22 @ 0:02:02 UTC https://t.co/XaS5yKnj72 #earthquake",earthquake
"Koti Banal , Uttarakhand 
An earthquake resistant traditional house which is 4-5 multistories and 900-1000yrs old.
Heritage village in Uttarakhand.

#worldHeritage #village #Uttrakhand https://t.co/qZW4R5a0Si",other
@Red_Blaster cancelled!!!!,other
@beth_kasinga This pair 😂that earthquake was necessary,other
@NorthboiBeats Make the earthquake sha be for your papa house 🥴,other
@no_earthquake In the Valentinian Gnosticism tradition Sophia was born out of Adam’s mind when he’s 30k years old.,other
@Red_Blaster whos that,other
@no_earthquake Sophia being 2 and Adam being 30000,other
"@Darki232 @IIIPranavIII Neither is Shadow, Skuntank is on Sludge Bomb and Swamp is on Earthquake.",other
"#EarthquakePH #EarthquakeIlocosSur
Earthquake Information No.1
Date and Time: 19 August 2022 - 03:09 AM
Magnitude = 2.1
Depth = 024 km
Location = 17.19°N, 120.72°E - 007 km N 40° E of Quirino (Ilocos Sur)

https://t.co/j9JOFjtcS1 https://t.co/WWSDinjeSH",earthquake
Ngl this is mega book bonk hazard room tho because if an earthquake happens… pretty much hardbounded,other
Another Earthquake hits Azimio boat 🤣 https://t.co/dHqT6oifr7,other
"@no_earthquake Forgive me, daddy, for I have sinned.",other
"USGS reports a M1.23 quarry blast, 7km ESE of Prunedale, CA on 8/18/22 @ 18:27:25 UTC https://t.co/eQKjt4zljt #quarryblast",earthquake
@__nellynellz I always figured one day we would die standing at the top when an earthquake hit during a game. The Cracks on the extended seating was slowly growing each year lmao,other
Would receive the testimony of the living God in the latter days.  @NelsonRussellM . And who's Power and authority the church has. When the angel moroni fell from an earthquake over 2 years ago @Mormonger all the answers are in scriptures.  . For those who seek the riches in,other
"#EarthquakePH #EarthquakeIlocosSur
Earthquake Information No.1
Date and Time: 19 August 2022 - 03:06 AM
Magnitude = 1.5
Depth = 013 km
Location = 17.16°N, 120.75°E - 008 km N 73° E of Quirino (Ilocos Sur)

https://t.co/pU6Jjouumg https://t.co/MJ2mbzebmr",earthquake
A Metro agent reported a giant earthquake has landed from Tijuana.,other
"1.90 magnitude earthquake occurred at Kenai Peninsula, AK, United States on 2022-08-18 19:06:00 UTC
Map: https://t.co/PJoOIcmJT0
#earthb0t #earthquake  #KenaiPeninsula #AK #UnitedStates #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/vhXwrJbgLG",earthquake
@jlgclondon I was fortunate to go on the Japan Study tour in 2019 to Tokyo and Miyagi Prefecture eight years after the dreadful earthquake and tsunami.  We learnt about the rebuilding and recovery process as well as the role and structure of Japan’s local government. A superb opportunity.,earthquake
"¡Ocurrió un terremoto de magnitud 3,20 cerca a Santa Barbara, Monagas, Venezuela a las 14:43! https://t.co/HLO25RKUKU https://t.co/cviZfIE6nf",
@wife_geist they need to do accountability,other
Anti-Trump RINO Liz Cheney HAMMERED In Election Earthquake https://t.co/MWVhwu6UUb,other
"USGS reports a M0.34 earthquake, 37 km NNE of Amboy, Washington on 8/18/22 @ 6:05:18 UTC https://t.co/uHoLRxCZIE #earthquake",earthquake
@Sammy_Roth @RosannaXia Land going to rise before the Pacific rises: Walk the beach see 80 foot cliff inland side: Clime the cliff see weathered remains of another cliff and another behind it etc; Another cliff just an earthquake away.,other
"@YusufDFI What's wrong is that she is not just a random 30 yr old woman, she's the prime minister of a nation. PM doesn't have ""time off"" during his/ her term. what if the country is attacked, there's an earthquake, someone's assassinated? Sorry, our PM is too drunk to respond right now...",other
"@LIVGolfLatest “Caused an earthquake”——

No one is watching your shitty tour.

YT numbers fell 20% from Portland to Jersey.",other
"3/3-relief efforts for earthquake victims in Paktika, Paktia and Khost after the recent earthquake. 

After that Acting Minister of Interior HE Khalifa Sirajuddin #Haqqani thanked Mr. Potzel for their visit and praised their role and efforts in humanitarian cooperation.
#Taliban",earthquake
"@WeaponizedNews Only after it fills up all our empty reservoirs. Then lubricates all the fault lines, then creates a massive earthquake that sinks California.

Peeps in San Francisco already preparing 🤡🌎🤣🤣🤣🤣 https://t.co/BBDW5X8hly",other
"#EarthquakePH #EarthquakeIlocosSur
Earthquake Information No.1
Date and Time: 19 August 2022 - 02:55 AM
Magnitude = 2.5
Depth = 001 km
Location = 17.17°N, 120.69°E - 004 km N 25° E of Quirino (Ilocos Sur)

https://t.co/1zudNr2t96 https://t.co/oGTVb8ZGYe",earthquake
"@no_earthquake the church was called the bride of christ (33, deceased) when it was like 2 months old",other
@no_earthquake me,other
"USGS reports a M1.9 earthquake, 58 km E of Pedro Bay, Alaska on 8/18/22 @ 19:06:00 UTC https://t.co/jKIPXRHf1g #earthquake",earthquake
"@shillman1 Jeez...we've had to endure the raid and the warrant for a week and now we'll have to endure the affidavit and the redactions for a week.  Only a tragedy will pull the media away from The #Trump Follies.

Come on, Hurricane...Let's go, Earthquake.",other
"1.9 magnitude #earthquake. 70 km from #AnchorPoint, AK, United States https://t.co/1yg6GGqKjT",earthquake
"#EarthquakePH #EarthquakeSurigaoDelSur
Earthquake Information No.1
Date and Time: 19 August 2022 - 02:51 AM
Magnitude = 2.5
Depth = 010 km
Location = 07.99°N, 126.40°E - 006 km S 13° W of Lingig (Surigao Del Sur)

https://t.co/H5Qdri9yT2 https://t.co/H5rPNoaTTt",earthquake
@MusaliaMudavadi @WilliamsRuto Mr earthquake himself,other
"巨大地震を予測することはほぼ不可能だろうと
いうことを

that it will be almost impossible to predict a 
massive earthquake",
problematic age gap relationship with god,other
#Earthquake (#terremoto) M2.4 strikes 26 km NE of #Vélez-Málaga (#Spain) 12 min ago. More info: https://t.co/OD0eSvaZ6Q,earthquake
"don't go to chile, yesterday there was an earthquake so it's better to stay at your country and be safe!! https://t.co/gx6dmINXHP",earthquake
this essay on ptsd suffered by earthquake victims in mexico city is really mad https://t.co/w3QsnPXsvP,other
"#EarthquakePH #EarthquakeIlocosSur
Earthquake Information No.1
Date and Time: 19 August 2022 - 02:47 AM
Magnitude = 2.5
Depth = 014 km
Location = 17.17°N, 120.74°E - 006 km N 60° E of Quirino (Ilocos Sur)

https://t.co/MYmmLIEB4I https://t.co/zJmHO5jx8V",earthquake
"USGS reports a M0.62 earthquake, 28 km E of Castle Rock, Washington on 8/18/22 @ 10:44:08 UTC https://t.co/p4wwfsWwFl #earthquake",earthquake
"#Sismografo de la region de #Atacama registrando #sismo en tiempo real.
Sentiste el sismo? Reportalo aqui: https://t.co/d95zv9S7Tj
#Iris #GFZ #temblor #earthquake #Chile @ChileAlertaApp https://t.co/ntrMv17OW5",other
@no_earthquake @peligrietzer Problematic love triangle is one of my favorite 80s songs,other
"📌 Earthquake information - New event 📌

#earthquake #USGS

Date and time (UTC): 08/17/2022 05:50:43 PM
Magnitude: 4.8 mb
Area: 47 km WNW of Bahía de Caráquez, Ecuador
Depth (km): 10
Latitude: -0.3841
Longitude: -80.7973 https://t.co/fz3YPv9CrF",earthquake
@tyongsfavorite And little bit earthquake vibes too 🥹,other
"#lindol na iniulat ng mga gumagamit ng app na Earthquake Network sa 1km mula sa #Candon, #Pilipinas. 8 ulat sa isang radius na 29km. I-download ang app mula sa https://t.co/hNdHhYeXVG upang makatanggap ng mga real alerto sa oras https://t.co/q911mELceG",
"#BOTD my hero, Roberto Clemente. Not only was he the first Latin-American baseball player to be enshrined in the HoF, but he was an incredible humanitarian. Nicaraguans will always remember his sacrifice in trying to provide aid to survivors affected by the 1972 earthquake. https://t.co/5NsRb2eje5",other
@Rumpilstiltski2 The Natural Disasters. Earthquake and Typhoon.,other
"20:02 Last UK Earthquake Sun, 14 Aug 2022 21:35:29 ; Location: BUTTERWICK,CUMBRIA ; Lat/long: 54.575,-2.783 ;  Magnitude:  0.6",earthquake
"🌒 #Lindol! #Earthquake! 4.2 M, 18:43 UTC Comillas Norte, Philippines (16.91, 120.73) ± 58 km felt to 80 km (in Tuba, Santa Lucia, Santa Cruz, Baguio…) by 2.1 million (https://t.co/tQsvTan0rS)",earthquake
"I ̍love Coffee 🤚
#johnclearmylist #clearthelist2022 #magentamagic #mlb #podcast #trump #beto #earthquake 

https://t.co/QvJXkhbPlU",other
"#Earthquake M4.2 Near Tagudin, Ilocos, Philippines 18 Aug 18:43 UTC - report/info: 
https://t.co/lWR3ocUDaz",earthquake
"Aviso sismico
#Sismo detectado en la region de #Atacama.
[POST SUJETO A ERRORES]
#temblor #earthquake #Chile  
id:3IITTO",other
"1.6 magnitude #earthquake. 3 mi from #Cobb, CA, #UnitedStates https://t.co/q1VUMZyCSo",earthquake
"1.6 magnitude #earthquake. 6 km from Cobb, CA, #UnitedStates https://t.co/komwWZCzyJ",earthquake
"@kithercbaby @cajun_bill If you can get out I'll keep a place for you.
No active volcanoes in the UK
A 3.5 earthquake is a big one and makes the news.",earthquake
"New #Earthquake. 🌎
4.2 (M) - Luzon - Filipinas.
2022/08/18 18:43:06 UTC.
App: https://t.co/RblVNxZYn8
#earthquake #sismo #temblor #terremoto https://t.co/LOmaAME2rb",earthquake
im doing The Metamorphosis for clout,other
"0.98 magnitude earthquake occurred at Lost Valley Rd, Warner Springs, CA 92086, United States on 2022-08-18 18:45:28 UTC
Map: https://t.co/nXPUHbrZzA
#earthb0t #earthquake  #LostValleyRd #WarnerSprings #CA92086 #UnitedStates #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/msgUFhbTgG",earthquake
#Earthquake (#lindol) M4.2 strikes 59 km SE of #Vigan (#Philippines) 18 min ago. More info: https://t.co/i7OoC1B6Iy,earthquake
"USGS reports a M1.59 earthquake, 2km NW of The Geysers, CA on 8/18/22 @ 18:58:06 UTC https://t.co/sePzFv0euu #earthquake",earthquake
"1.10 magnitude earthquake occurred at Matanuska-Susitna, AK, United States on 2022-08-18 18:45:49 UTC
Map: https://t.co/B3leuexmcV
#earthb0t #earthquake  #MatanuskaSusitna #AK #UnitedStates #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/GRq4uOySDJ",earthquake
"[PHIVOLCS] M4.2 Aug-18 19:00:34 UTC, 004 km N 83ºE of Quirino &amp; #40;Ilocos Sur&amp; #41;, Depth:3.0km, https://t.co/fqRlJFzE2J\August\2022_0818_1843_B1F.html #quake https://t.co/dWGMEa3QHb",other
"1.59 magnitude earthquake occurred at Big Sulphur Creek Rd, Cloverdale, CA 95425, United States on 2022-08-18 18:58:06 UTC
Map: https://t.co/ghHDWMi3NM
#earthb0t #earthquake  #BigSulphurCreekRd #Cloverdale #CA95425 #UnitedStates #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/ilPxvRoU3N",earthquake
@JagexJerv is he still going to do his almost undodgeable earthquake attack in this small room?,other
11 scenes of SENTINEL ingested to HDDS for event 202207_Earthquake_PHL #earthquake https://t.co/MlElLMSC8r https://t.co/OIBAzHWUrO,other
I feel an earthquake coming soon https://t.co/qexIWKN17F,other
4.2 earthquake occurred 4km E of Quirino at 18:43 UTC! #earthquake #Quirino https://t.co/VjgjQxVVfy,earthquake
"#EarthquakePH #EarthquakeIlocosSur
#iFelt_IlocosSurEarthquake
Earthquake Information No.1
Date and Time: 19 August 2022 - 02:43 AM
Magnitude = 4.2
Depth = 003 km
Location = 17.14°N, 120.71°E - 004 km N 83° E of Quirino (Ilocos Sur)

https://t.co/zRy3Bp5L62 https://t.co/LvQWrtC1bN",earthquake
@YUYuni33 Your poor knees- I THOUGHT IT WAS AN EARTHQUAKE- 😂✨✨✨,other
"ϟ     Tank

     Rhyperior ♂️
Lv.70     Ability:  Solid Rock

Megahorn
Stone Edge
Thunder Fang
Earthquake https://t.co/BYQbbq26oA",other
"ϟ     Alpha

     Tyranitar ♂️
Lv.70     Ability:  Sand Stream

Low Kick
Fire Fang
Rock Slide
Earthquake https://t.co/GHB19d2wBD",other
@Black9jaIcon unlikely that she reads my tweets tho tbh everybody shld,other
@lunadeljk too real 🥲,other
Earthquake Information https://t.co/BQO5MlscK0,earthquake
I’m the most embarrassed ever I can never come back I just went to the restroom and after unleashed the mudslide THE LOUDEST DRYEST FART DECIDED TO ESCAPE MY ASSHOLE AND CAUSE AN EARTHQUAKE IN THE RESTROOM AND WHEN I WALKED OUT SOMEONE WAS IN THERE BYE I CANT MAKE THIS UP I GTG,other
"I love Cof̍fee ✋
#architecture #womenshistorymonth #digitalpublishing #niteflirt #earthquake #trumpisguilty #juniorjetsetters #bestinclass 

https://t.co/PiUDnWSqc3",other
"USGS reports a M0.3 earthquake, 28 km NNE of Beatty, Nevada on 8/18/22 @ 15:11:31 UTC https://t.co/bQnXp9glvG #earthquake",earthquake
"#EarthquakePH #EarthquakeDavaoOccidental
Earthquake Information No.1
Date and Time: 19 August 2022 - 02:20 AM
Magnitude = 4.1
Depth = 120 km
Location = 04.20°N, 125.67°E - 137 km S 12° E of Balut Island (Municipality Of Sarangani) (Davao Occidental) https://t.co/mNubVxfQIL",earthquake
"@nancyGo51241092 @TheVikingDane @lamenzies73 You are talking in the kind of squiggly line gibberish that happens during an earthquake on an old timey seismograph.

Trans men are men, trans women are women. Get used to it.",other
"I will do a richard nixon impr̡ession voice over recording 🤚
#doj #publicopinion #earthquake #nftfam #gm #remotework #adanigreen #breakingnews 

👉👉https://t.co/C1iN2HmjvO https://t.co/Y9YgmTEtFF",other
"USGS | M 5.1 - 61 km ENE of Fukushima, Japan https://t.co/HP2Kp1xxSH",earthquake
"@CarolynFahm Oh, how impressive about the bridge! 
The fall of a very tall building was the thing that shocked me the most in the 2010 earthquake.",other
"USGS reports a M0.98 earthquake, 12km N of Warner Springs, CA on 8/18/22 @ 18:45:28 UTC https://t.co/8pcdx3tGIF #earthquake",earthquake
"DRAW ̡AND SKETCH YOUR FUTURE SOULMATE OR TWIN FLAME.
 👏
#soar2success #loreolympus #earthquake #gopcultleader #alton #hampshirejobs #webdev #webdeveloper 

👉👉https://t.co/sk9HdqM3Bk https://t.co/ib6i7ubD9U",other
@DailyYae Earthquake,other
"USGS reports a M1.1 earthquake, 58 km NNE of Chase, Alaska on 8/18/22 @ 18:45:49 UTC https://t.co/Nont0cjGX4 #earthquake",earthquake
@podsekalnikov @synekura_audio :),other
"The stunt coordinator for TFATWS posted this alt take of Bucky's nightmare that didn't end up being used.
It was to be filmed, but an earthquake forced them to rewrite.
The scene included WS in a castle on his way to kiII a target at the centre of a coup. https://t.co/t1U9XK9nct",other
@podsekalnikov @synekura_audio i feel like u shld google the other writers &amp; u might get the joke,other
