text,category
@Barb_Drummond Flood defences are planned to be a key part of the scheme but agree - could well be something else to throw a spanner in the works. Particularly after Secretary of State revoked planning permission for the caravan club to move to Clanage Rd on flooding grounds,other
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 23:36:10 NPT. #rainfall #nepal https://t.co/ZTafAU4M9S,other
"TODAY'S WEATHER OUTLOOK:

Baytown has some much needed rain in the forecast this afternoon, however these storms could be very strong and may produce locally heavy rainfall and strong wind gusts. Keep up to date on local weather advisories by following @NWSHouston. https://t.co/teLrVuLh4W",other
"@GhostHostJustin I swear to God, I'm not crazy!
https://t.co/3xDQ4XQjTS",other
"@EdwardCarrette @krqe Usually never widespread flooding, but yes we will get arroyo and street flooding frequently during heavy rainstorms",other
"ओडिशा के कई जिलों में कल यानी शुक्रवार को भारी से भारी बारिश की संभावना है. मौसम विभाग ने रेड अलर्ट जारी किया है-

#WeatherUpdate #HeavyRain #IMD #Odisha #India 

https://t.co/0P4Hily3Ky",other
#SouthIsland #NewZealand🇳🇿- Flooding along the Maitai Valley Road near Waahi Taakaro Golf Course in #Nelson after the #Maitai River overflowed and burst banks amid heavy torrential rains https://t.co/ybUY6O9sqB,flood
"Get ready for some heavy thunderstorms this afternoon ⛈️
https://t.co/WSiltfEdl5",other
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 23:26:10 NPT. #rainfall #nepal https://t.co/mrq2xL68EG,other
"UPDATED RIVER OUTLOOK: The Nueces River reached action stage near Tilden. As the water continues to rise and flow downstream, levels are expected to rise near Three Rivers over the weekend.  

THREE RIVERS: 
Flood Stage (25 ft): Sun afternoon
Major Flooding (35 ft): Mon afternoon https://t.co/EywXmsx0ib",flood
"@ANI no netas &amp; mantris seen on the ground to help the people affected with flooding due to heavy rains...
wonder why?

where are the ""elected representatives"" of people?

BANANA🍌🍌🍌REPUBLIC
BANANA🍌🍌🍌DEMOCRACY",flood
"What are three reasons Harris County is prone to flooding? 

1) Rainy climate.
2) High urbanization.  
3) Gulf coastal plain. 
Floods are powerful, but knowledge is too. Find out more at https://t.co/ugg5i9SU3r. https://t.co/pthS3yTfFu",other
@Prax19765353 The heavy rainfall caused a flood.😟,flood
"@Painterwrites @danielcox194 @BBCNews Wrong
https://t.co/NIE7GduXOI",other
"So in the 3 years I was gone, I had to deal with a bad tornado that ripped through the entire state, a parking lot flood that suck a man through the drainage pipe, record flooding in Wilmington, a extremely bad hazmat incident, and the state being shut down",other
"MetService says more flooding and slips are possible once heavy rain hits already sodden areas. Meanwhile, Civil Defence is asking Nelson residents to conserve water after a failure in the main supply line. https://t.co/5ciXASAFyS",flood
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 23:16:10 NPT. #rainfall #nepal https://t.co/jQL8e8vLNT,other
"'You can smell it!' Water colour changes as raw sewage dumped in open water swimming pool
https://t.co/ebagaphpYZ",other
WESTERN PA FLOOD UPDATE: We closed our emergency shelter at @PittGreensburg after providing 10 nights of emergency support and respite to residents affected by flash flooding in Westmoreland and Allegheny counties. More details on our recovery efforts ▶️ https://t.co/g440nIB9P5 https://t.co/jsws4MeZDT,flood
"Tracking heavy rainfall and thunderstorms across central Louisiana!
#cenlawx https://t.co/YMDl7qrmdC",other
"Tracking heavy rainfall and thunderstorms across central Louisiana!
#cenlawx https://t.co/nSW13240aG",other
@David__Osland Just blame it on the heavy rainfall.,other
"Hey, @FEMA as a floodplain manager, I appreciate that the risk of flooding has increased &amp; flood insurance is not paying its own way. 
But Risk Map 2.0 is not transparent and seemingly doesn't represent risk in many cases. 🧵
 https://t.co/anK0MsYvPz",other
"Weather chaos in contrasting extremes. Excessive heat stretches into the Northwest, plus flood watches for Arizona, New Mexico and surrounds. https://t.co/qjd6lPbatN https://t.co/adJxtQree7",other
Every single day InShorts tell me there's chances of extremely heavy rainfall in my state and the day it doesn't it rains heavily.,other
"Hey #azwx
Lots to like for tonight, quasi Rim to Valley setup, ⬆️ moisture than Wed, &amp; forcing from EW is closer to SCAZ. Threat for heavy rain/flooding starts tonight &amp; peaks Fri/Sat though setup will become much more complex late week. 👀 my forecast 👇 for details #Monsoon2022 https://t.co/MPuWPtuKLW https://t.co/2IxiTGyEyt",flood
"Rain Lashes Western China, 16 Killed in Flooding; Over 30 Missing Heavy and sudden downpours in Datong Hui and Tu Autonomous County, population 403,368, of Qinghai province started late Wednesday, causing flooding on the... #World by #News18 https://t.co/06il7wLZh8",flood
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 23:06:10 NPT. #rainfall #nepal https://t.co/HEZgpqYfKy,other
Showers and storms are moving through the Central Gulf Coast this morning into the afternoon. Locally heavy rainfall and flooding will be issues. Read more in my post with @nqlblq  #mswx #alwx #lawx https://t.co/eilPQxLaYN,flood
"#Odisha | Heavy to very heavy rainfall likely over Kendrapada, Jagatsinghpur, Cuttack, Dhenkanal, Angul, Deogarh, Sundargarh, Sambalpur, Sonepur, Boudh, Bolangir, Jajpur, Balasore, and Bhadrak districts on Aug 19:  Umashankar Das, IMD scientist, Bhubaneswar",other
"#Odisha |Due to low-pressure area over northeast and adjoining areas of east-central Bay of Bengal, Bangladesh &amp; Myanmar coasts, heavy to very heavy rainfall expected at a few places over the districts of Keonjhar &amp; Mayurbhanj on Aug 19: Umashankar Das, IMD scientist, Bhubaneswar",other
Community members and leaders came together Wednesday to remember the victims of the deadly flooding in Haywood County one year ago. https://t.co/C0wvG8kbl5,flood
"It's been more than 24 hours, and the city Naushahro Feroze is witnessing the longest and heaviest rainfall in its history. Kindly pray for those who don't have a roof over their heads and have been suffering due to heavy rainfall. 🤲",flood
"@gmbutts The southwest has received more rainfall than usual over this summer (period June to mid-August). Flash flood warnings have been issued for parts of Nevada &amp; Arizona
https://t.co/kDMgbDJpq1",flood
"New video just dropped of FLOODING near Three Points, AZ last night! #wxtwitter #monsoon22 https://t.co/8wYCrl4fw5",flood
"@accordingtomio @HotnBright @mathieuallard The @cityofwinnipeg website has this page with some high level and specific information about basement flooding that can - but not always are - result of sewer and stormwater backups during heavy rainfall:

https://t.co/zbr18SYy6n",other
A Massive Storm Coming! Very Heavy Rain &amp; Flash Flooding. Much Cooler To... https://t.co/1qlDzjWLNR via @YouTube,flood
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 22:56:10 NPT. #rainfall #nepal https://t.co/0N0pHSEWkh,other
"It's a wet start to the day for many, with even more heavy rain due to fall on already sodden areas. And that means more flooding and slips are possible. https://t.co/wcV1FhPHPc",flood
"@Ladyfatimabio That road will always flood because of the poor planning of the environment and the city as a whole. Even in the western where they have better roads than us they are having flooding like this. Please, stop the blame game",flood
One day later. The raging torrent has been replaced by a calm trickle. #riverching #ching #floodsituation #floods #flood #flooding #floods2022 #london #chingford #highamspark #walthamforest https://t.co/WPc0riDPWp,flood
"Balochistan Flood and Heavy rainfall situation  district barkhan and kohli
please come forward and support us so we can support the people suffeing here 
@BaelaJamil @Mustafa_MFA @tikaislamabad @Cities_Children @fajerrabia @BaelaJamil @Akhuwat @rha_pakistan https://t.co/OggqyOFae1",flood
"With periods of moderate to heavy rainfall anticipated today into Friday, a risk for excessive rainfall and flash flooding exists across the region. Be sure to stay weather aware and if you encounter high water, turn around, don't drown! #ndwx #mnwx https://t.co/r09TVpNg0R",flood
Only 9% of eligible households have signed up for inflatable flood dams. The city is handing out the deployable barriers to help homeowners grapple with the urgent risk of flooding https://t.co/ErGCmfBuR7 https://t.co/ovCWKUGTLm,flood
"Save time. Download Inshorts, India's highest rated news app, to read news in 60 words.
https://t.co/cU8fhY2xwV https://t.co/tHoJ8A8gyi",other
Calling all artists from Kentucky &amp; Appalachia! We need your help. If you are NOT from that region pls share this with someone who is. 🫶 #kentuckyflooding #Kentucky #flooding #floods #flood #nftart #NFTartist #NFTCommumity #nftcollector #artist #fundraising #fundraisingtwitter,flood
What is this heavy rainfall since morning,other
"Video near Yellowstone National Park shows a house falling into the raging Yellowstone River on Monday. 

Heavy rain and melting snow have caused flooding, and damage and triggered evacuations in and around the park. https://t.co/KL5Car90Pu https://t.co/EE46DeYZV9 03",flood
A rain shower is moving along Fairystone Park Hwy toward Philpott Lake. Pockets of moderate to heavy rainfall are possible. #VAwx https://t.co/zr1V6CdCXf,other
"@mariyadi1984 Hi, I’m Disaster Bot. To report flooding near you, reply with #flood. https://t.co/1QMwRWrHAu",other
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 22:46:12 NPT. #rainfall #nepal https://t.co/3qZRijs8lo,other
"With flooding being forecast in the coming days for parts of the UK here are our tips to stay safe:
Create a flood kit including wellies, torch and first aid 
Keep drains and gutters clear
Consider installing an anti-flood valve 
If you need us call, we are here 0333 242 2178 https://t.co/8jEH2i9qDx",flood
"The National Weather Service says storms will continue over the next several days with showers beginning to diminish Friday in the overnight hours and lower chances of precipitation on Saturday. 

https://t.co/jIfKTthyEb",other
@CottonZapata Hearing Pakistani crop size to max at 6.5 mln bales vs 8.5 mln last year due to heavy monsoon rains and flooding in cotton growing areas.,flood
"⛈️ Essex fire crews dealt with dozens of callouts about flooding yesterday:

https://t.co/ISdpVKdQCo",flood
"Moisture remains over southern Utah Thursday and surges northward through the evening. An isolated thunderstorm is possible up north with numerous storms over SW Utah, heavy rain and flooding remain a concern there. Here's a look a potential timing of showers. 
@abc4utah https://t.co/iygZLEpiiT",other
"کیلیۓ پوسٹیں کرتے ہیں ۔
لیکن حالیہ سیلابوں کی وجہ سے بلوچستان اور جنوبی پنجاب تونسہ ڈی جی خان تباہی کے دہانے پر ہے ۔
تمام سرمایہ داروں کو درخواست ہے کہ سیلاب زدہ  کی اس مشکل وقت میں مدد کریں ۔
اور اِنسانیت قائم کریں 😔😔
#flooding #Flood #FloodSituation #d_g_khan",other
"Nearly a decade after Hurricane Sandy, critical flood resiliency projects remain stuck in a whirlpool of bureaucracy. Climate change, however, is not waiting. @CarolineSpivack unpacks how the urgency of the moment puts NYC at a crossroads. https://t.co/yheh5AmMLR",other
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 22:36:10 NPT. #rainfall #nepal https://t.co/IeBwtAIQbg,other
"Our #synthetic thatched roofing offers a cost-effective alternative for areas with extreme climates such as strong winds and heavy rainfall. 

There is a choice of colours and style, each designed with a similar look and feel to natural #thatchedroofing. 

https://t.co/Zc1kizBVu7 https://t.co/LN3Uycv6oJ",other
Active weather period continues later with higher terrain storms expected to move into portions of the lower deserts tonight bringing gusty/dusty conditions and heavy rain w/possible localize flash flooding #azwx Full forecast here: https://t.co/QHKPlzM3Cq https://t.co/dx2yZe6jnS,flood
"A sudden rainstorm in western China triggered a landslide that diverted a river and caused flash flooding in populated areas, killing at least 16 people and leaving 18 others missing, Chinese state media said Thursday. https://t.co/pwQnI3TaQk",flood
"Have retention ponds been constructed at Memorial Park to retain flood water and prevent Memorial area homes from flooding?  @MemorialPark 
https://t.co/LqqmWiPoA4",flood
"Did you miss @KokomoMayor's presentation on incentivizing investments in flood resilience?

If so, check out the recording and let us know what you think!

https://t.co/MHIyINmmvK

#flooding #resilience",other
"Flood due to Heavy rainfall in Koh Sulaman range Badly demolished the several villages of Tehsil Taunsa.
1000s of peoples are  houseless.
#SaveTaunsa https://t.co/Jivjs6MMWs",flood
"FLASH FLOOD  Mag: NA
From: WFO MOB
Location: DOWNTOWN MOBILE, AL
Time: 1100 AM  LT on 08/18/2022
Source: PUBLIC
Remarks: Multiple reports of street flooding and at least one vehicle stranded in downtown mobile. 
#ALwx",flood
"At 11:00 AM CDT, Downtown Mobile [Mobile Co, AL] PUBLIC reports FLASH FLOOD. MULTIPLE REPORTS OF STREET FLOODING AND AT LEAST ONE VEHICLE STRANDED IN DOWNTOWN MOBILE. https://t.co/rlx8X2RcFy",flood
"At 11:00 AM CDT, Downtown Mobile [Mobile Co, AL] PUBLIC reports FLASH FLOOD. MULTIPLE REPORTS OF STREET FLOODING AND AT LEAST ONE VEHICLE STRANDED IN DOWNTOWN MOBILE. https://t.co/ISfzhfbIbZ",flood
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 22:26:10 NPT. #rainfall #nepal https://t.co/q2mhetYejX,other
@LudidiVelani I wonder how much did this cost the taxpayers? One heavy rainfall and that so-called road will turn into a real hazard to users 🙆🏿‍♂️,other
"💧 CHECKING IN WITH NZ STAYS 💧
Just letting y'all know I am safe in case you hear about the flooding in Whakatū! My house is up a hill &amp; I live in an suburb away from the main flood areas 💙 don't worry about me!",flood
“I didn’t want to drown in that car.”  The woman was driving to work during the heavy rainfall in July when her car became trapped underwater and her calls to 911 failed. &gt;&gt;&gt; https://t.co/zLtt7Ce568,flood
"flood/フラッd/：洪水、氾濫
flood tiedは満ち潮の意味になる。
""This river has been flooding for three days.""（この川は３日間氾濫し続けてる）",flood
"@ptrmadurai @IndiaToday The industrialisation activites faced huge setback under DMK rule until 1991, when Indian Economy was liberalised &amp; Foreign investors found port facilities,skilled manpower particularly from polytechnics, favorable weather (no extremes or heavy rainfall) 5/n",other
"The power and force of flood waters is just insane! 

Monsoon storms yesterday brought flash flooding across parts of Flagstaff, Arizona!

Permission: KAFF NEWS
#AZwx #Arizona #Monsoon2022 #Monsoon #Storms https://t.co/lX9mTqk4vw",other
"Hurricanes wreak havoc through intense winds and heavy rainfall, leaving floods, severe erosion and property damage in their wake. And if you get the feeling that weather-related disasters seem to be on the rise, you wouldn’t be wrong. 
https://t.co/tvHEKuz8LH",flood
"Flooding is expensive. Protection isn’t. Safeguard your facility from catastrophic water damage with Series LF009-FS, now available with integrated flood detection. 
https://t.co/iuziHa5bsQ https://t.co/NlI9jHToTv",flood
"Forecast map for early today.   
  Radars at  https://t.co/HNLPnbqhEd             
#wx #weather  #storm  #flood #rain #Forecast #local #flooding #traffic #storm  #heat #cooler #news #windy #radar   #weekday #t-storms   weather outlo https://t.co/HunzMTEqg0",flood
"FLOOD CLEAN UP: @LittleBitSTL helps 14,000 students in 42 St. Louis area schools. Its newly renovated warehouse, packed with school supplies, was inundated with back-to-back flooding in July. Today, @moamwater volunteered to clean up for free. More at 5 and 6 on @ksdknews. https://t.co/sDDYbzB9AX",flood
"Heart breaking pics.
May Allah help those who are suffering from flood....

#TaunsaNeedsAttention 
#TaunsaNeedAttension
#Flood
#flooding https://t.co/k5rVtlIKFp",flood
"More high totals like these may be yet to come today into tomorrow. If heavy rain sits over areas that are already soaked, flash flooding could be an issue. https://t.co/LfzCb5hOyI",
"@Erlyanti Hi, I’m Disaster Bot. To report flooding near you, reply with #flood. https://t.co/vydyifenga",other
"#TaunsaFlood #payheed #Taunsa #AlevelResultsDay2022 #serious
#Flood #TaunsaNeedAttension #TaunsaFlood #Taunsa #flooding #FloodSituation #floods #floodupdate #flood2022 #taunsasharif #floodtaunsa #taunsatrendingflood https://t.co/wIggoIaxxy",flood
"ALERT: The Indus river has been experiencing excessive flood levels at Taunsa Barrage. According to an irrigation official, Sindh has seen a large flood flow, and a high warning has been issued due to the flooding scenario.

Read: https://t.co/iCidQLjTPN",flood
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 22:16:11 NPT. #rainfall #nepal https://t.co/6ePbMxNXaP,other
"High rain totals are coming in from across the Northland. As additional showers and thunderstorms pose the threat of heavy rain, more flash flooding will be possible today, tonight, and tomorrow. https://t.co/m1jeVBps4I https://t.co/b6wzyy58DG",flood
"Future Radar suggests the heavier rain will roll across the Island this evening into the overnight. The heaviest rain, and storms, will be spotty as shown by the brighter colours. Rainfall amounts will vary widely depending on where the heavy downpours setup shop. #nlwx #nlwx https://t.co/dm8DifTF8k",other
"Video near Yellowstone National Park shows a house falling into the raging Yellowstone River on Monday. 

Heavy rain and melting snow have caused flooding, and damage and triggered evacuations in and around the park. https://t.co/KL5Car8sZW https://t.co/EE46DeYs5B 02",flood
"@sentdata Your pipe can't handle flood waters. A straw in a river.
You need a dam for that, and you can't really dam the Mississppi - no big Canyon for a pool - unless you like flooding. 
Big hydro projects are rare for a reason (or two).",other
In pictures Flooding across #UK after heavy rain #Pics https://t.co/q9BfmdycFj,flood
HEADS UP! Slow moving storms can produce heavy rain and result in flash flooding. This will be possible for southern Nevada and surrounding locations today! Remember #WaterAlwaysWins https://t.co/5RH1QXNqXu,flood
Showers are starting to pop up in parts of Southwest Virginia this Thursday afternoon. This shower near the Woolwine area is producing moderate to heavy rainfall. #VAWx https://t.co/IGBDYjEvQB,other
"ALERT: The Indus river has been experiencing excessive flood levels at Taunsa Barrage. According to an irrigation official, #Sindh has seen a large flood flow, and a high warning has been issued due to the flooding scenario.

Read: https://t.co/Ee10bFoVD9 https://t.co/D82eceR29e",flood
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 22:06:10 NPT. #rainfall #nepal https://t.co/Xzhn7ZkI8P,other
"Some of our southeastern counties are included in a marginal risk for severe weather and excessive rainfall. The main severe weather hazard is damaging winds, but locally heavy downpours and lightning also need to be monitored. #TXwx #FOXWTX https://t.co/RzFfSqbCyk",other
"Some of our southeastern counties are included in a marginal risk for severe weather and excessive rainfall. The main severe weather hazard is damaging winds, but locally heavy downpours and lightning also need to be monitored. #TXwx #FOXWTX https://t.co/1nU0Bx9mpR",other
"#GforGashti #Flood #TrendingNow #TaunsaNeedsAttention #Taunsa #TaunsaFlood #dolar #temblor #flooding #flood2022 #floodupdate #floodalert #FloodSituation #floodtaunsaalert
#Flood https://t.co/8i93uKPHUG",flood
NWS Alert&gt; Water Levels Along The Mendenhall Lake &amp; River In Juneau Remain Elevated &amp; Near Bankfull Due to Previous Days Heavy Rainfall. River Levels are Expected to Drop Late Thursday Evening As No More Heavy Precipitation Is... https://t.co/bRLKjsgHf5,other
NWS Alert&gt; Water Levels Along The Mendenhall Lake &amp; River In Juneau Remain Elevated &amp; Near Bankfull Due to Previous Days Heavy Rainfall. River Levels are Expected to Drop Late Thursday Evening As No More Heavy Precipitati... #akwx https://t.co/Zw9nHHgYtI,other
Urban Flooding Prediction In Karachi | Heavy Rain In Karachi | Breaking News https://t.co/areMewTm1U,flood
"@johndoc5 Water quality in the Ausable-Bayfield watershed is influenced by many factors, including heavy rainfall and high winds or wave activity. For more information, we recommend contacting the Ausable-Bayfield Conservation Authority: https://t.co/t5zA2BRiuV",other
"⛈️Slow moving thunderstorms capable of producing heavy rain, resulting in flash flooding will be possible for southern Nevada, northwestern Arizona, and southern California through the afternoon. #NVwx #AZwx #CAwx #TurnAroundDontDrown https://t.co/Z6fn8jJ3f9",flood
"When disaster hits, concrete pipe is ready. Its ability to withstand heavy rain and flooding to support highways ensures that hurricane evacuation routes stay safe and supported. Read more from the @ConcretePipeUS here: https://t.co/CS6AuW9Vb0
#CPW2022 #OldcastleInfrastructure",other
"🌧️ Heavy tropical rainfall brought significant drought improvement to Deep South Texas. 

Broad areas of exceptional drought still cover much of the southern Texas Panhandle southeastward toward the Gulf Coast. https://t.co/7aaqyOTRKN #DroughtMonitor #TXwx https://t.co/9KZxzr4Gc8",other
"@samkarlin Meanwhile, heavy rain and flooding predicted for today in New Orleans #lagov #lalege https://t.co/mwomGSvuLG",flood
Heavy rain and flooding potential forecast for much of Arizona https://t.co/tugTydtNZ1,flood
"CABIN CAST: Are you heading to the cabin this weekend? It looks great in Annandale, but there are some showers possible Saturday morning. https://t.co/ckLmDF80Og #sponsored by @ABCwillhelp https://t.co/o6b83b4Q1D",other
"Odisha | Heavy to very heavy rainfall likely over Kendrapada, Jagatsinghpur, Cuttack, Dhenkanal, Angul, Deogarh, Sundargarh, Sambalpur, Sonepur, Boudh, Bolangir, Jajpur, Balasore, and Bhadrak districts on Aug 19:  Umashankar Das, IMD scientist, Bhubaneswar",other
"Odisha | Due to low-pressure area over northeast and adjoining areas of east-central Bay of Bengal, Bangladesh &amp; Myanmar coasts, heavy to very heavy rainfall expected at a few places over the districts of Keonjhar &amp; Mayurbhanj on Aug 19: #UmashankarDas, IMD scientist, Bhubaneswar https://t.co/4rY9WI3d83",other
"Minister Irrigation Sindh Mr @JamKhanShoro along with HYD administration officials paying visit to different areas and pumping stations of Hyderabad city, monitoring activities taken for heavy rainfall in Hyderabad.👍
@BBhuttoZardari ❤❤ https://t.co/tkLFG6DwE5",other
"Odisha | Heavy to very heavy rainfall likely over Kendrapada, Jagatsinghpur, Cuttack, Dhenkanal, Angul, Deogarh, Sundargarh, Sambalpur, Sonepur, Boudh, Bolangir, Jajpur, Balasore, and Bhadrak districts on Aug 19:  Umashankar Das, IMD scientist, Bhubaneswar",other
"La Union Governor Rafy Ortega-David did not let heavy rainfall stop her from performing her duties during the change of command ceremony for the La Union Provincial Office on Wednesday, August 17.
https://t.co/nlWxFaNdFE
#NorthSnitch https://t.co/volDVWD0U3",other
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 21:56:12 NPT. #rainfall #nepal https://t.co/F2wc0PMoKb,other
"#WPC issues MPD 785 concerning HEAVY RAINFALL...FLASH FLOODING POSSIBLE: SOUTHERN NEVADA, SOUTHWEST UTAH, NORTHERN ARIZONA https://t.co/Z9enIr578a",flood
"#WPC issues MPD 785 concerning HEAVY RAINFALL...FLASH FLOODING POSSIBLE: SOUTHERN NEVADA, SOUTHWEST UTAH, NORTHERN ARIZONA https://t.co/QSExHQdTjG",flood
"#WPC issues MPD 785 concerning HEAVY RAINFALL...FLASH FLOODING POSSIBLE: SOUTHERN NEVADA, SOUTHWEST UTAH, NORTHERN ARIZONA https://t.co/GwjI485yA9",flood
"#WPC issues MPD 785 concerning HEAVY RAINFALL...FLASH FLOODING POSSIBLE: SOUTHERN NEVADA, SOUTHWEST UTAH, NORTHERN ARIZONA https://t.co/qFzh1bbL7r",flood
"#WPC issues MPD 785 concerning HEAVY RAINFALL...FLASH FLOODING POSSIBLE: SOUTHERN NEVADA, SOUTHWEST UTAH, NORTHERN ARIZONA https://t.co/QFtWL6yuJX",flood
"20 hours since heavy rainfall still continue with same speed, reported many incidents of falls and causlities. Prayes needed",flood
"Odisha | Heavy to very heavy rainfall likely over Kendrapada, Jagatsinghpur, Cuttack, Dhenkanal, Angul, Deogarh, Sundargarh, Sambalpur, Sonepur, Boudh, Bolangir, Jajpur, Balasore, and Bhadrak districts on Aug 19:  Umashankar Das, IMD scientist, Bhubaneswar",other
"Odisha | Due to low-pressure area over northeast and adjoining areas of east-central Bay of Bengal, Bangladesh &amp; Myanmar coasts, heavy to very heavy rainfall expected at a few places over the districts of Keonjhar &amp; Mayurbhanj on Aug 19: Umashankar Das, IMD scientist, Bhubaneswar https://t.co/8CRLcWZidy",other
"MOB continues Flash Flood Warning [flash flood: observed, expected rainfall: 1 inch in 1 hour] for Mobile [AL] till Aug 18, 3:45 PM CDT https://t.co/plRZADLnzu https://t.co/fguSGklMqK",flood
"MOB continues Flash Flood Warning [flash flood: observed, expected rainfall: 1 inch in 1 hour] for Mobile [AL] till Aug 18, 3:45 PM CDT https://t.co/Vzeb2pgqkR https://t.co/0cpsR1MnoY",flood
"MOB continues Flash Flood Warning [flash flood: observed, expected rainfall: 1 inch in 1 hour] for Mobile [AL] till Aug 18, 3:45 PM CDT https://t.co/rEZlwXmRhv https://t.co/CW6wLR0r1a",flood
"MOB continues Flash Flood Warning [flash flood: observed, expected rainfall: 1 inch in 1 hour] for Mobile [AL] till Aug 18, 3:45 PM CDT https://t.co/evnp9JROOE https://t.co/qkuEqZhcXN",flood
"MOB continues Flash Flood Warning [flash flood: observed, expected rainfall: 1 inch in 1 hour] for Mobile [AL] till Aug 18, 3:45 PM CDT https://t.co/HzFRg0LqhW https://t.co/H2gpPAvEkO",flood
"MOB continues Flash Flood Warning [flash flood: observed, expected rainfall: 1 inch in 1 hour] for Mobile [AL] till Aug 18, 3:45 PM CDT https://t.co/xtx90DMnGy https://t.co/EYQBcjUOKg",flood
"MOB continues Flash Flood Warning [flash flood: observed, expected rainfall: 1 inch in 1 hour] for Mobile [AL] till Aug 18, 3:45 PM CDT https://t.co/SHLiTb3k6U https://t.co/JAVzA4Ky1T",flood
"'The colour of the water has changed... We've got three pumping stations within the space of five miles.'

Open water swimming coach Hannah Waller says sewage systems 'can't handle' heavy rainfall, after warnings not to swim in the sea as water companies discharge raw sewage. https://t.co/HtMGZoSMPd",other
"Heavy rainfall in Koh Sulaman range harshly demolished the several villages in Taunsa sharef. Thousands of people are houseless and hopeless. They need your help. No coverage on mainstream media.
#TaunsaNeedsAttention",
The risk of flooding is only increasing with climate change and people who choose to buy homes with a history of flooding can pay up to tens of thousands of dollars more over the course of their life in the home compared with the average homeowner. https://t.co/NhI15FfV8O,flood
"Late-day showers and thunderstorms are possible Friday. A frontal boundary to the south will slowly move northward over the next few days, resulting in an increase in storm chances. Not everyone will see wet weather, but rainfall may be heavy at times. #VAwx https://t.co/eTrhZJc93Y",other
"Recently, we have all witnessed unprecedented flooding from Yellowstone National Park to Kentucky. Unfortunately, the heavy rains are related to climate change. 

https://t.co/R5NdwZ69no

#environmentaljustice #environment #climatechange #climatejustice #sustainability",other
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 21:46:10 NPT. #rainfall #nepal https://t.co/PQww2bjNgD,other
"A sudden rainstorm in western China triggered a landslide that diverted a river and caused flash flooding in populated areas, killing at least 16 people and leaving 18 others missing, Chinese state media said Thursday. Latest: https://t.co/7i07GORZ3F https://t.co/Z6SeabIZHh",flood
"With the inevitability of spring showers, it’s always a good idea to be prepared for potential flooding, even if you live in a low-risk area. Message me to chat about flood insurance and we can make sure you’re covered. https://t.co/EhOoKDCfXf",flood
One Floyd County business has started a toy drive to raise and distribute toys for those children who lost their playthings in the recent flooding in Eastern Kentucky. https://t.co/Tl7Pq4Kb4p,flood
"ଭୟଙ୍କର ବନ୍ୟା ଆଁରେ ୧୨ ଜିଲ୍ଲା ! ପୁଣି ଲଘୁଚାପ ଆଶଙ୍କା, ଛାତିରେ ପଶିଲା ଛନକା https://t.co/ySl07LX1i1 #otv",
"12 dists of Odisha are flood-hit with half a million people affected. Formation of three consecutive low pressure areas in the Bay of Bengal resulted in incessant rainfall for a week leading to heavy crop losses. @GaonConnectionE @AshisSenapati12 

Read: https://t.co/c6iSw6LiBj https://t.co/Q8DcyxMUUD",flood
@Naveen_Odisha Honourable CMO should take bold steps for permanent solution to control flood havoc . To help Hirakud dam a second dam at lower streem is urgently required to curb  any eventuality in future due to abnormal rainfall due to climate change.,flood
"Worksop had almost TWICE the average monthly rain fall in just 3 hours on Tuesday, causing massive surface water flooding across the town. 

The clean-up is under way and skips are being provided for residents needing to dispose of flood damaged items. 

https://t.co/zlBHUgK6dL https://t.co/ohtRfSC5Ru",flood
"Navajo Nation responds to communities impacted by heavy rainfall, flooding. Tribal officials meet with locals. visit homes of elderly, high-risk residents to ensure they have food, water, medication &amp; other essential items. https://t.co/ySaoI0IHLY via @IndianCountry #ICTPressPool",flood
"MOB continues Flash Flood Warning [flash flood: observed, expected rainfall: 2-3 inches in 1 hour] for Baldwin [AL] till Aug 18, 4:30 PM CDT https://t.co/skPV9AXyg3 https://t.co/xmzHOhZrdJ",flood
